5.029296875000000000e+01,1.998046875000000000e+01,1.354980468750000000e+00,2.294921875000000087e-03,2.389648437500000000e+00
5.537109375000000000e+01,1.998046875000000000e+01,1.354980468750000000e+00,2.294921875000000087e-03,2.389648437500000000e+00
5.029296875000000000e+01,1.865234375000000000e+01,1.354980468750000000e+00,2.294921875000000087e-03,2.389648437500000000e+00
5.029296875000000000e+01,1.998046875000000000e+01,1.210839843750000089e+00,2.294921875000000087e-03,2.389648437500000000e+00
5.029296875000000000e+01,1.998046875000000000e+01,1.354980468750000000e+00,2.287109375000000080e-03,2.389648437500000000e+00
5.029296875000000000e+01,1.998046875000000000e+01,1.354980468750000000e+00,2.294921875000000087e-03,2.204101562500000000e+00
5.029296875000000000e+01,1.865234375000000000e+01,1.210839843750000089e+00,2.287109375000000080e-03,2.204101562500000000e+00
5.537109375000000000e+01,1.998046875000000000e+01,1.210839843750000089e+00,2.287109375000000080e-03,2.204101562500000000e+00
5.537109375000000000e+01,1.865234375000000000e+01,1.354980468750000000e+00,2.287109375000000080e-03,2.204101562500000000e+00
5.537109375000000000e+01,1.865234375000000000e+01,1.210839843750000089e+00,2.294921875000000087e-03,2.204101562500000000e+00
5.537109375000000000e+01,1.865234375000000000e+01,1.210839843750000089e+00,2.287109375000000080e-03,2.389648437500000000e+00
5.537109375000000000e+01,1.865234375000000000e+01,1.210839843750000089e+00,2.287109375000000080e-03,2.204101562500000000e+00
7.529296875000000000e+01,2.498046875000000000e+01,1.129980468750000133e+00,2.794921875000000097e-03,2.139648437500000000e+00
8.037109375000000000e+01,2.498046875000000000e+01,1.129980468750000133e+00,2.794921875000000097e-03,2.139648437500000000e+00
7.529296875000000000e+01,2.365234375000000000e+01,1.129980468750000133e+00,2.794921875000000097e-03,2.139648437500000000e+00
7.529296875000000000e+01,2.498046875000000000e+01,1.435839843749999956e+00,2.794921875000000097e-03,2.139648437500000000e+00
7.529296875000000000e+01,2.498046875000000000e+01,1.129980468750000133e+00,2.787109375000000090e-03,2.139648437500000000e+00
7.529296875000000000e+01,2.498046875000000000e+01,1.129980468750000133e+00,2.794921875000000097e-03,2.454101562500000000e+00
7.529296875000000000e+01,2.365234375000000000e+01,1.435839843749999956e+00,2.787109375000000090e-03,2.454101562500000000e+00
8.037109375000000000e+01,2.498046875000000000e+01,1.435839843749999956e+00,2.787109375000000090e-03,2.454101562500000000e+00
8.037109375000000000e+01,2.365234375000000000e+01,1.129980468750000133e+00,2.787109375000000090e-03,2.454101562500000000e+00
8.037109375000000000e+01,2.365234375000000000e+01,1.435839843749999956e+00,2.794921875000000097e-03,2.454101562500000000e+00
8.037109375000000000e+01,2.365234375000000000e+01,1.435839843749999956e+00,2.787109375000000090e-03,2.139648437500000000e+00
8.037109375000000000e+01,2.365234375000000000e+01,1.435839843749999956e+00,2.787109375000000090e-03,2.454101562500000000e+00
8.779296875000000000e+01,1.748046875000000000e+01,1.467480468750000044e+00,2.044921874999999865e-03,2.014648437500000000e+00
9.287109375000000000e+01,1.748046875000000000e+01,1.467480468750000044e+00,2.044921874999999865e-03,2.014648437500000000e+00
8.779296875000000000e+01,1.615234375000000000e+01,1.467480468750000044e+00,2.044921874999999865e-03,2.014648437500000000e+00
8.779296875000000000e+01,1.748046875000000000e+01,1.323339843749999911e+00,2.044921874999999865e-03,2.014648437500000000e+00
8.779296875000000000e+01,1.748046875000000000e+01,1.467480468750000044e+00,2.537109374999999868e-03,2.014648437500000000e+00
8.779296875000000000e+01,1.748046875000000000e+01,1.467480468750000044e+00,2.044921874999999865e-03,2.329101562500000000e+00
8.779296875000000000e+01,1.615234375000000000e+01,1.323339843749999911e+00,2.537109374999999868e-03,2.329101562500000000e+00
9.287109375000000000e+01,1.748046875000000000e+01,1.323339843749999911e+00,2.537109374999999868e-03,2.329101562500000000e+00
9.287109375000000000e+01,1.615234375000000000e+01,1.467480468750000044e+00,2.537109374999999868e-03,2.329101562500000000e+00
9.287109375000000000e+01,1.615234375000000000e+01,1.323339843749999911e+00,2.044921874999999865e-03,2.329101562500000000e+00
9.287109375000000000e+01,1.615234375000000000e+01,1.323339843749999911e+00,2.537109374999999868e-03,2.014648437500000000e+00
9.287109375000000000e+01,1.615234375000000000e+01,1.323339843749999911e+00,2.537109374999999868e-03,2.329101562500000000e+00
6.279296875000000000e+01,2.248046875000000000e+01,1.242480468749999956e+00,2.544921874999999875e-03,2.264648437500000000e+00
6.787109375000000000e+01,2.248046875000000000e+01,1.242480468749999956e+00,2.544921874999999875e-03,2.264648437500000000e+00
6.279296875000000000e+01,2.115234375000000000e+01,1.242480468749999956e+00,2.544921874999999875e-03,2.264648437500000000e+00
6.279296875000000000e+01,2.248046875000000000e+01,1.098339843750000044e+00,2.544921874999999875e-03,2.264648437500000000e+00
6.279296875000000000e+01,2.248046875000000000e+01,1.242480468749999956e+00,2.037109374999999858e-03,2.264648437500000000e+00
6.279296875000000000e+01,2.248046875000000000e+01,1.242480468749999956e+00,2.544921874999999875e-03,2.079101562500000000e+00
6.279296875000000000e+01,2.115234375000000000e+01,1.098339843750000044e+00,2.037109374999999858e-03,2.079101562500000000e+00
6.787109375000000000e+01,2.248046875000000000e+01,1.098339843750000044e+00,2.037109374999999858e-03,2.079101562500000000e+00
6.787109375000000000e+01,2.115234375000000000e+01,1.242480468749999956e+00,2.037109374999999858e-03,2.079101562500000000e+00
6.787109375000000000e+01,2.115234375000000000e+01,1.098339843750000044e+00,2.544921874999999875e-03,2.079101562500000000e+00
6.787109375000000000e+01,2.115234375000000000e+01,1.098339843750000044e+00,2.037109374999999858e-03,2.264648437500000000e+00
6.787109375000000000e+01,2.115234375000000000e+01,1.098339843750000044e+00,2.037109374999999858e-03,2.079101562500000000e+00
6.904296875000000000e+01,1.623046875000000000e+01,1.073730468750000000e+00,2.669921874999999986e-03,2.327148437500000000e+00
6.162109375000000000e+01,1.623046875000000000e+01,1.073730468750000000e+00,2.669921874999999986e-03,2.327148437500000000e+00
6.904296875000000000e+01,1.740234375000000000e+01,1.073730468750000000e+00,2.669921874999999986e-03,2.327148437500000000e+00
6.904296875000000000e+01,1.623046875000000000e+01,1.379589843750000044e+00,2.669921874999999986e-03,2.327148437500000000e+00
